energy,smiles
-7.4,CCOc1ccc(CN2NN=C(C)[C@@H]2[C@@H]2COC(C)(C)O2)cc1
-7.1,C#C[C@](C)(c1ccccc1)N1NN=C(CNC(=O)OCC)[C@@H]1CN1CCCCC1
-5.2,C/C=C\[C@H]1C(C#C/C=C/CO)=NNN1C1=CC=C2CC=CC=C2N1CC
-5.9,CCN1C2=CC=CCC2=CC=C1N1NN=C(C)[C@@H]1C(=O)N[C@H]1CC(=O)N(CC(C)(C)C)C1
-4.9,COc1ccc(CNn2cnnc2N2NN=C(C)[C@@H]2[C@](C)(OC(C)=O)C(C)C)cc1
-7.6,CC(C)(O)C#C[C@H](O)[C@H]1C(c2ccccc2)=NNN1CC(=O)c1cccc(F)c1
-5.6,CCC1=NNN(c2nncn2NCc2ccc(OC)cc2)[C@H]1[C@@](C)(O)CC
-6.7,CC1=NNN(c2ccc(C(=O)C=O)cc2)[C@@H]1c1ccccc1C(C)C
-6.2,C=CC[C@H]1C(CO)=NNN1Cc1ccccc1
-7.2,CCCCC1=NNN(CC(=O)c2ccc(C)cc2)[C@H]1C(=O)O
-7.9,CCOc1ccc(C#CC2=NNN(CCCN3NN=C4C=CC=C[C@@H]43)[C@@H]2CO)cc1
-6.4,OCC[C@@H]1C(CCC2OCCO2)=NNN1c1ccc(F)cc1F
-7.0,Cc1ccc(OCC2=NNN(c3ccc(C(=O)NN)cc3)[C@@H]2CN)cc1
-6.7,Cc1ncc(C2=NNN(c3cccc4cccnc34)[C@@H]2c2cccc(C#N)c2)[nH]1
-8.2,CCOc1ccc(CN2NN=C(C(C)(C)O)[C@H]2c2ccc([C@@H]3NCCS3)cc2)cc1
-6.6,CCN1C2=CC=CCC2=CC=C1N1NN=C(CCO)[C@H]1c1ccccc1
-7.5,O=C(O)[C@@H]1C(c2cccnc2)=NNN1C[C@H]1COc2ccccc2O1
-7.1,C#C[C@@](C)(c1ccccc1)N1NN=C(CC[C@@H](O)CC)[C@@H]1c1ccccc1
-7.9,C#CCC1=NNN(CC(=O)c2ccc(C)cc2)[C@H]1c1ccccc1
-6.5,O=[N+]([O-])c1cc2c(cc1N1NN=C(CCC3OCCO3)[C@H]1CCO)OCCO2
-8.0,C#C[C@@](C)(c1ccccc1)N1NN=C(COC[C@H]2CN(C)C(=O)O2)[C@@H]1C
-6.5,CCN(CC)COCC1=NNN(CC(=O)c2ccc(C)cc2)[C@H]1c1ccccc1
-8.1,C[C@H]1C(COc2ccccc2)=NNN1c1cccc2cccnc12
-6.7,CC1=C([C@H]2C(CO)=NNN2Cc2ccccc2)C=CC1=O
-8.6,O=C(NCC1=NNN(C[C@@H]2COc3ccccc3O2)[C@@H]1c1ccccc1)NC1CCCC1
-7.9,CCOC(=O)C1=NNN(Cc2ccc(OCC)cc2)[C@@H]1c1cccc([N+](=O)[O-])c1
-5.7,COC(=O)[C@H]1C(c2cnn(C)c2C)=NNN1c1cc2c(cc1[N+](=O)[O-])OCCO2
-6.9,c1cncc(C2=NNN(c3cccc4cccnc34)[C@@H]2c2cccnc2)c1
-7.7,C#CCC[C@H](O)[C@@H]1C(C2CC2)=NNN1C[C@H]1COc2ccccc2O1
-7.9,C#C[C@@](C)(c1ccccc1)N1NN=C(CCCCC#CC(N)=O)[C@@H]1C(N)=O
-6.8,COc1ccc(CNn2cnnc2N2NN=C(c3ccccn3)[C@H]2[C@H](C)O)cc1
-6.6,C=CC[C@H](NC(=O)OC)[C@H]1C(C=O)=NNN1CC(=O)c1cccc(F)c1
-8.9,CCOc1ccc(CN2NN=C(c3ccccc3)[C@@H]2c2ccc(-c3cc[nH]n3)cc2)cc1
-7.6,Cc1ccc([C@H]2C(C(=O)O)=NNN2CC(=O)c2cccc(F)c2)s1
-7.4,Cc1ccc(NC(N)=S)cc1N1NN=C(CNC(=O)c2cccn2C)[C@@H]1c1ccccc1
-8.4,O=C(O)[C@@H]1C(c2c[nH]c3ccccc23)=NNN1C[C@H]1COc2ccccc2O1
-6.4,C#C[C@](C)(c1ccccc1)N1NN=C(CO)[C@@H]1c1ccc(OC)nc1
-6.6,CCC1=NNN(c2ccc(F)c([N+](=O)[O-])c2)[C@H]1c1ccc(C)cc1
-6.7,CC1=NNN(c2ccc(F)cc2F)[C@@H]1c1cccc(C=O)c1
-6.0,CCC[C@H](O)[C@H]1C(c2ccccc2)=NNN1c1cccc2ncccc12
-7.6,C#Cc1ccc([C@H]2C(c3ccccc3)=NNN2C2=CC=C3CC=CC=C3N2C)cc1
-5.9,C[C@H]1CCC[C@H](C)N1CC1=NNN(c2ccc(F)cc2F)[C@H]1[C@@H](C)O
-6.8,CCCNCC1=NNN(Cc2ccc(C)c(C)c2)[C@@H]1c1ccccc1
-7.7,CC(C)NC(=O)NCCC1=NNN(CC2=C[C@@H]3NCN=C3C=C2)[C@H]1C
-6.2,CC1=NNN(Cc2ccccc2)[C@H]1c1cccc(C)c1
-6.3,C#C[C@](C)(c1ccccc1)N1NN=C(CCC)[C@@H]1C1=CCC(=O)O1
-5.7,CC(=O)[C@H]1C(c2cccnc2)=NNN1c1ccc(C(=O)C=O)cc1
-6.0,O=CC1=NNN(c2cccc(CO)c2)[C@@H]1[C@H]1C[C@H]2CC[C@@H]1C2
-5.8,CCC(O)(CC)[C@@H]1C(CN2CCOCC2)=NNN1c1ccc(C(=O)C=O)cc1
-7.5,CC(C)[C@@H](O)C1=NNN(C[C@@H]2COc3ccccc3O2)[C@H]1C(=O)O
-7.6,CC(C)(O)[C@H]1C(COc2ccccc2)=NNN1CC1=C[C@@H]2NCN=C2C=C1
-6.4,COC(=O)C1=NNN(c2cccc(CO)c2)[C@@H]1c1ccc(F)cc1F
-6.2,CC1=NNN(Cc2ccccc2)[C@H]1C1=C(C=O)CCC1
-7.7,CN(C)C[C@H]1C(CN2C(=O)c3ccccc3C2=O)=NNN1c1cccc(CO)c1
-7.6,C[C@@H](O)C[C@H]1C(CN2CCOCC2)=NNN1CCc1ccc(-c2ncc[nH]2)cc1
-6.9,CN(C)CC1=NNN(c2cccc3ncccc23)[C@H]1c1cncc(C(=O)NN)c1
-6.0,CCCCCC1=NNN(c2ccc(C(=O)NN)cc2)[C@H]1C(=O)N(C)C
-6.4,CN(C)CC1=NNN(c2ccc(C(=O)C=O)cc2)[C@H]1c1cccc(/C=N/O)c1
-6.8,CCC[C@@H](O)[C@H]1C(CN(CC)CC)=NNN1CC(=O)c1cccc(F)c1
-6.3,COc1ccc(CNn2cnnc2N2NN=C(C3CC3)[C@H]2C2(C(=O)O)CC2)cc1
-6.3,Cc1ccc(N)cc1C1=NNN(Cc2ccccc2)[C@@H]1C(C)(C)O
-7.3,Cc1ccc(CN2NN=C(CO)[C@@H]2c2ccccc2N)cc1C
-7.7,C#C[C@@](C)(c1ccccc1)N1NN=C(C#C[C@H](O)c2ccccc2)[C@H]1CO
-6.8,CN(C)CC1=NNN(c2ccc(C(=O)C=O)cc2)[C@H]1c1ccc(-c2ccn[nH]2)s1
-7.4,CCOc1ccc(CN2NN=C(CO)[C@H]2c2ccccc2C=O)cc1
-6.4,Cc1ccc(NC(N)=S)cc1N1NN=C(CN(CC(=O)N(C)C)c2ccccc2)[C@@H]1C
-5.7,C=C[C@@H]1O[C@H]1[C@H]1C(C2CC2)=NNN1c1nncn1NCc1ccc(F)cc1
-8.0,CS(=O)(=O)c1cccc2c(N3NN=C(CNn4cnnc4)[C@H]3c3ccccc3)ccnc12
-8.5,Cc1cc(C)c2c(c1)[C@@H](NCC1=NNN(CC3=C[C@H]4NCN=C4C=C3)[C@H]1C)CCCO2
-5.9,Cc1cc(C)cc([C@H]2C(C(=O)O)=NNN2c2ccc(F)c([N+](=O)[O-])c2)c1
-6.0,Cn1cc(C2=NNN(c3ccc(C(=O)C=O)cc3)[C@@H]2C(=O)O)c2ccccc21
-6.3,C=CC1=NNN(c2ccnc3c(S(C)(=O)=O)cccc23)[C@@H]1[C@]1(O)C[C@@H](C)N(C)C[C@@H]1C
-6.2,C#C[C@@](C)(c1ccccc1)N1NN=C(CC)[C@H]1COc1ccccc1C=O
-5.9,C#C[C@](C)(c1ccccc1)N1NN=C(CO)[C@@H]1CNC
-6.8,C[C@H]1CC(C)(C)C[C@](CO)(NCC2=NNN(c3nncn3NCc3ccc(F)cc3)[C@H]2C)C1
-6.8,O=C(O)C1=NNN(c2ccc(CO)cc2)[C@@H]1c1cccc(C(F)(F)F)c1
-7.1,NNC(=O)c1ccc(N2NN=C([C@@H]3C=CCCC3)[C@H]2C(=O)O)cc1
-7.0,CCN1C2=CC=CCC2=CC=C1N1NN=C(CNC(=O)c2ccc(C)cc2)[C@H]1CN(C)C
-6.1,CCC1=NNN(c2cc(NC(N)=S)ccc2C)[C@@H]1c1cccc(C)c1
-7.5,COc1ccc(CNn2cnnc2N2NN=C(CCC(=O)Nc3ccccc3F)[C@@H]2C)cc1
-7.6,C#CC(=O)OCC1=NNN(CCCN2NN=C3C=CC=C[C@@H]32)[C@@H]1COC(=O)C#C
-7.0,CCN1C2=CC=CCC2=CC=C1N1NN=C(CO[C@@H]2CCCCO2)[C@@H]1[C@@H](O)c1ccccc1
-6.0,C=C(C)C1=NNN(c2cccc3ncccc23)[C@H]1[C@H](C)O
-7.0,CC(=O)[C@H]1C(/C=C/c2ccccc2)=NNN1c1cc(NC(N)=S)ccc1C
-5.9,C=CCC[C@](C)(O)[C@@H]1C(CN2CCOCC2)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-7.4,OCC[C@@H]1C(CCC2OCCO2)=NNN1CCc1ccc(-c2ncc[nH]2)cc1
-5.5,OCc1ccc(N2NN=C(c3ccccc3)[C@@H]2C2(O)CCNCC2)cc1
-8.1,C#C[C@](C)(c1ccccc1)N1NN=C(COc2ccc(C)cc2)[C@H]1CNCC
-7.2,C[C@@H](O)[C@H]1C(COCCO)=NNN1Cc1ccc(-n2cccn2)cc1
-7.2,C[C@H]1C(CNCc2ccco2)=NNN1c1ccc(CO)cc1
-7.7,CC(C)(O)[C@H]1C(C#CCN2CCOCC2)=NNN1CC1=C[C@@H]2NCN=C2C=C1
-7.3,O=C(NCC1=NNN(c2cccc3ncccc23)[C@@H]1CN1CCOCC1)c1ccco1
-6.8,C#C[C@@](C)(c1ccccc1)N1NN=C(C)[C@@H]1[C@]1(C)C=C[C@H](O)CC1
-6.6,CC1=NCN[C@H]1[C@@H]1C(CN)=NNN1c1cccc2cccnc12
-6.1,CCCCOCC[C@H]1C(CN2CCOCC2)=NNN1C1=CC=C2CC=CC=C2N1CC
-6.5,C#C[C@](C)(c1ccccc1)N1NN=C(CN)[C@H]1c1cnc2c(F)cccc2c1
-8.0,CCCC[C@H]1C(CCCCO)=NNN1c1ccc(C(=O)NN)cc1
-7.7,COc1ccc(CNn2cnnc2N2NN=C(CO)[C@H]2c2ccc(-c3ccccc3)cc2)cc1
-6.4,O=S1(=O)N=C(N2NN=C(CO)[C@H]2c2ccc(F)cc2)c2ccccc21
-6.8,CCC1=NNN(Cc2ccc(C)c(C)c2)[C@H]1[C@H](C)O
-6.3,Fc1ccc(N2NN=C(c3ccccc3)[C@@H]2[C@H]2CCCCO2)c(F)c1
-7.4,COc1cc(C(C)=O)c(OC)cc1OCC1=NNN(CCc2ccc(-c3ncc[nH]3)cc2)[C@H]1C
-5.7,C=CCC[C@](C)(O)[C@H]1C(CN2CCCCC2)=NNN1c1nncn1NCc1ccc(F)cc1
-5.4,CCCC[C@H]1C(CO)=NNN1c1cc2c(cc1[N+](=O)[O-])OCCO2
-5.6,Cc1ccc(NC(N)=S)cc1N1NN=C(CN2CCCCC2)[C@@H]1[C@@](C)(O)C(C)(C)C
-5.8,O=C(O)[C@H]1C(C2CCC2)=NNN1c1ccc(F)cc1F
-7.4,C=C(C)[C@H]1C(CC)=NNN1Cc1ccc(-n2cccn2)cc1
-7.7,C[C@H]1C(CN2CCC(OC[C@@H]3CCCO3)CC2)=NNN1CC1=C[C@@H]2NCN=C2C=C1
-7.8,CC(C)c1ccc([C@H]2C(CN)=NNN2C[C@H]2COc3ccccc3O2)cc1
-5.8,C[C@H]1C(CI)=NNN1c1ccnc2c(S(C)(=O)=O)cccc12
-6.7,C[C@H]1C(CN(C=O)C=O)=NNN1c1ccc(C(=O)C=O)cc1
-7.6,CCCC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@H]1[C@@H]1CC(C)=NO1
-7.9,CC[C@]1(O)C[C@H](C)N(CC2=NNN(CC3=C[C@@H]4NCN=C4C=C3)[C@@H]2C)C[C@@H]1C
-6.3,CS(=O)(=O)c1cccc2c(N3NN=C(C#N)[C@H]3C3=CCCCC3)ccnc12
-5.4,C/C=C/[C@H]1C(C#CC#C/C=C/[C@@H](C)CO)=NNN1C1=CC=C2CC=CC=C2N1CC
-7.6,Cc1ccc(CN2NN=C(CO)[C@@H]2[C@@H](O)c2ccccc2)cc1C
-5.6,C#C[C@@](C)(c1ccccc1)N1NN=C(C)[C@@H]1[C@H]1CCCS1
-8.8,Cn1ccnc1C1=NNN(Cc2ccc(-n3cccn3)cc2)[C@@H]1c1nccn1C
-7.0,C#C[C@](C)(c1ccccc1)N1NN=C(CNC(=O)OCC)[C@@H]1CN1CCOCC1
-6.7,COC(=O)[C@@](C)(N)CC1=NNN(c2cccc(CO)c2)[C@H]1CN
-7.6,CC(=O)[C@H]1C(c2ccccc2)=NNN1CC(=O)c1cccc(F)c1
-6.6,CCN1C2=CC=CCC2=CC=C1N1NN=C(CNC(=O)C(C)C)[C@@H]1CN1CCCC1
-6.5,CCCCC1=NNN(C2=CC=C3CC=CC=C3N2CC)[C@H]1c1cncc(C(=O)O)c1
-7.6,CCNCC1=NNN(C[C@H]2COc3ccccc3O2)[C@@H]1c1ccccc1
-6.0,CC1=NNN(c2ccc(F)cc2F)[C@H]1[C@@H]1CCCN1C
-6.3,CCN(CC)CC1=NNN(c2cccc(CO)c2)[C@H]1[C@H](O)c1ccccc1
-6.2,C#C[C@@](C)(c1ccccc1)N1NN=C(CO)[C@H]1c1cnc(C#N)c(F)c1
-7.1,CN(CC1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1CN)Cc1ccccc1
-6.7,CC1=NNN(Cc2ccccc2)[C@H]1C1(OC(N)=O)CCCCC1
-6.4,CCN(CC1=NNN(c2nncn2NCc2ccc(F)cc2)[C@@H]1C)CC(C)(C)O
-5.8,COC(=O)[C@H]1C(C)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-7.2,C[C@H]1CC(C)(C)C[C@@](CO)(NCC2=NNN(c3ccc(C(=O)C=O)cc3)[C@@H]2C)C1
-6.0,CCN(CC)CC1=NNN(c2ccc(F)cc2F)[C@H]1CCN
-6.8,O=[N+]([O-])c1cc2c(cc1N1NN=C(CO)[C@@H]1c1ccccn1)OCCO2
-6.9,C#C[C@@](C)(c1ccccc1)N1NN=C(C)[C@H]1c1ccccc1
-6.8,CCOc1ccc(CN2NN=C(CN(CCC#N)Cc3ccco3)[C@@H]2C)cc1
-5.7,CC(C)[C@H](O)C1=NNN(c2ccc(F)c([N+](=O)[O-])c2)[C@@H]1C(=O)O
-7.6,OC1([C@@H]2C(CN3CCCCC3)=NNN2CC2=C[C@H]3NCN=C3C=C2)CCCCC1
-7.8,C#Cn1ccnc1[C@H]1C(COC)=NNN1CC(=O)c1cccc(F)c1
-6.3,CCOC(=O)C1=NNN(c2ccc(CO)cc2)[C@H]1c1ccccc1C
-6.2,CC(=O)O[C@H](C)CC1=NNN(C2=CC=C3CC=CC=C3N2C)[C@H]1CN1CCOCC1
-7.2,CCOc1ccc(CN2NN=C(CN(C(C)C)C(C)C)[C@@H]2CC)cc1
-7.6,Cc1ccc(CN2NN=C(CN(C=O)C=O)[C@@H]2C)cc1C
-6.7,CCC1=C(CCC2=NNN(c3ccc(C(=O)C=O)cc3)[C@H]2CC)S(=O)(=O)S1
-7.7,CCC(O)(CC)[C@H]1C(CN2CCCCC2)=NNN1Cc1ccc(-n2cccn2)cc1
-6.9,COc1cccc([C@@H]2C(c3ccccc3O)=NNN2C2=NS(=O)(=O)c3ccccc32)c1
-6.7,C#C[C@@](C)(c1ccccc1)N1NN=C(c2ccccc2)[C@@H]1[C@]1(O)Cc2ccccc21
-7.1,CCOc1ccc(CN2NN=C([C@H](C)C3CC3)[C@@H]2C2CC2)cc1
-7.0,Cn1ccc(C2=NNN(c3ccc(C(=O)C=O)cc3)[C@H]2C(=O)c2ccccc2)n1
-6.5,C#C[C@@](C)(c1ccccc1)N1NN=C(C)[C@@H]1[C@@H]1OC[C@@H](C)O1
-6.8,C/C=C/[C@@H]1C(C#CC#C/C=C/[C@@H](C)CO)=NNN1CC(=O)c1cccc(F)c1
-7.7,COC(=O)C[C@@H]1CN(CC2=NNN(c3ccc(C(=O)NN)cc3)[C@H]2C)CCO1
-7.9,CCNC(=O)c1ccc(NCC2=NNN(C3=NS(=O)(=O)c4ccccc43)[C@@H]2C)c(C)c1
-6.2,C#C[C@](C)(c1ccccc1)N1NN=C(CCCC)[C@@H]1C(=O)OCC
-6.4,COC(=O)c1[nH]ncc1[C@@H]1C(C)=NNN1c1cccc(CO)c1
-7.4,NCC[C@@H]1C(CN2CCCCC2)=NNN1CC(=O)c1cccc(F)c1
-7.4,COC(=O)C1=NNN(C[C@H]2COc3ccccc3O2)[C@@H]1c1nccs1
-7.8,CCCNC(=O)CN1CCN(CC2=NNN(c3cccc4cccnc34)[C@H]2C)CC1
-5.9,OCCC1=NNN(c2ccc(F)cc2F)[C@H]1CCO
-5.6,CC(C)(C)[C@@](C)(O)[C@H]1C(CN2CCCCC2)=NNN1c1cccc2cccnc12
-6.7,CC(C)(O)[C@@H]1C(C[C@@H]2C[C@@H]3CC[C@H]2C3)=NNN1c1cccc(CO)c1
-7.6,C[C@H]1C(C[C@@](N)(C(=O)O)C(F)(F)F)=NNN1CC1=C[C@@H]2NCN=C2C=C1
-5.9,CCCCCC1=NNN(c2ccc(CO)cc2)[C@H]1[C@@H](C)O
-7.6,CCC1=NNN(c2ccc(CO)cc2)[C@H]1[C@@H](C)O
-8.0,CC1=NNN(CC(=O)c2ccc(C)cc2)[C@H]1C1O[C@H](C)[C@@H](C)O1
-6.4,CCn1ccc(C2=NNN(c3ccc(C(=O)C=O)cc3)[C@H]2C(=O)O)n1
-6.1,NC[C@H]1C(CO)=NNN1Cc1ccccc1
-7.0,COC(=O)c1ccccc1[C@@H]1C(CO)=NNN1CC(=O)c1cccc(F)c1
-7.1,C[C@H]1C(CN2CCC[C@@H](C(=O)NCC3CC3)C2)=NNN1Cc1ccccc1
-7.1,C/C=C/[C@@H]1C(C)=NNN1c1ccc(CO)cc1
-8.3,NC[C@H]1C(CN2CCc3ccccc3C2)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-7.7,CCCC(=O)NCC1=NNN(CC(=O)c2ccc(C)cc2)[C@@H]1c1ccccc1
-8.3,COC(=O)[C@H]1CCCCN1CC1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1C
-6.5,CN1C2=CC=CCC2=CC=C1N1NN=C(c2ccccc2)[C@@H]1c1ccc(N)cc1
-7.7,CC(C)(O)[C@H]1C(c2cn[nH]c2)=NNN1C[C@@H]1COc2ccccc2O1
-6.2,CCC[C@@H](O)C1=NNN(C2=CC=C3CC=CC=C3N2CC)[C@@H]1c1ccccc1OC
-6.3,CC1=NNN(C2=CC=C3CC=CC=C3N2C)[C@H]1c1cc(C)cs1
-7.7,CCOc1ccc(CN2NN=C(C)[C@@H]2C(=O)NC(=O)OC(C)(C)C)cc1
-5.8,CN1C2=CC=CCC2=CC=C1N1NN=C(C23CC(C2)C3)[C@H]1C(=O)O
-6.2,C#C[C@@](C)(c1ccccc1)N1NN=C(c2ccncc2C)[C@H]1c1ccccc1OC
-4.9,CCN(CC)[C@H](C)[C@@H]1C(c2ccccc2)=NNN1c1cc2c(cc1[N+](=O)[O-])OCCO2
-8.2,Cc1ccc(C(=O)CN2NN=C(CN3CCCC[C@H]3c3ncn[nH]3)[C@H]2C)cc1
-7.2,C=CCC[C@](C)(O)[C@H]1C(CN2CCOCC2)=NNN1C[C@@H]1COc2ccccc2O1
-7.5,CO/C=C\C1=NNN(CCc2ccc(-c3ncc[nH]3)cc2)[C@H]1C(C)=O
-6.3,CC[C@H](OC(C)=O)[C@H]1C(CN2CCOCC2)=NNN1C1=NS(=O)(=O)c2ccccc21
-6.1,C#C[C@](C)(c1ccccc1)N1NN=C(C)[C@@H]1[C@]1(C)C[C@@H](C=C)O1
-7.1,CC[C@@H](O)C1=NNN(Cc2ccc(-n3cccn3)cc2)[C@@H]1[C@H](O)CC
-5.9,CC[C@H](O)[C@H]1C(CN2CCN(C)CC2)=NNN1c1ccnc2c(S(C)(=O)=O)cccc12
-5.2,CCC1=NNN(c2cc3c(cc2[N+](=O)[O-])OCCO3)[C@H]1C(C)C
-7.1,C/C=C\[C@@H]1C(C#C/C=C\COC(C)=O)=NNN1Cc1ccccc1
-6.8,C#C[C@](C)(c1ccccc1)N1NN=C(CCCCC#CCN(C)C)[C@H]1CN(C)C
-5.9,CCC1=NNN(c2ccc(F)cc2F)[C@H]1[C@]1(C)O[C@H]1CO
-8.6,O[C@H](c1ccccc1)[C@H]1C(c2ccccc2)=NNN1CCCN1NN=C2C=CC=C[C@@H]21
-7.2,COCC1=NNN(c2ccc(C(=O)NN)cc2)[C@@H]1c1cc(C)ccn1
-6.9,C#C[C@@](C)(c1ccccc1)N1NN=C(COC[C@H](O)CC)[C@@H]1C
-5.7,C=C(C)C1=NNN(c2cc3c(cc2[N+](=O)[O-])OCCO3)[C@H]1[C@@](C)(O)CC
-6.3,C#C[C@@](C)(c1ccccc1)N1NN=C(CN2CCCCC2)[C@@H]1[C@](C)(O)CC
-7.8,CC1=N[C@@](C)([C@@H]2C(C)=NNN2Cc2ccc(-n3cccn3)cc2)CCO1
-7.2,CCCCC1=NNN(CC(=O)c2ccc(C)cc2)[C@H]1[C@@H](O)CC(=O)Nc1ccccc1
-7.6,CCC[C@H]1C(C#CC(C)=O)=NNN1C1=NS(=O)(=O)c2ccccc21
-7.6,CC(=O)COCC1=NNN(C[C@@H]2COc3ccccc3O2)[C@H]1C
-6.1,C=C[C@H]1O[C@H]1[C@H]1C(CCCC)=NNN1c1ccc(C(=O)C=O)cc1
-6.2,CCOc1ccc(CN2NN=C(CN3CCCC3)[C@H]2[C@@](C)(CC)OCCC#N)cc1
-6.8,Cc1ccccc1[C@H]1C(CN)=NNN1c1cccc2ncccc12
-8.1,CC(=O)O[C@@H](C)CC1=NNN(Cc2ccc(C)c(C)c2)[C@H]1CN1CCN(C)CC1
-5.5,CCC[C@@H]1C(C#CC(C)=O)=NNN1c1cccc2cccnc12
-7.7,C[C@@H]1C(CC[C@@H](O)[C@@H]2CO2)=NNN1C1=NS(=O)(=O)c2ccccc21
-7.7,CCOC(=O)c1cncc([C@@H]2C(CN(C)C)=NNN2c2nncn2NCc2ccc(F)cc2)c1
-7.6,COCC1=NNN(C[C@H]2COc3ccccc3O2)[C@@H]1c1nccs1
-6.8,CC1=CC(=O)[C@@H](C(=O)[C@@H]2C(c3ccccc3)=NNN2C2=NS(=O)(=O)c3ccccc32)CC1
-7.4,CCOc1ccc(CN2NN=C(C)[C@@H]2C2(O)CCCCC2)cc1
-6.7,C#C[C@](C)(c1ccccc1)N1NN=C(CN)[C@H]1c1cnc2c(F)cccc2c1
-8.1,Cc1cc([C@@H]2C(CO)=NNN2Cc2ccc(-n3cccn3)cc2)ccc1F
-5.4,CCCC1=NNN(c2ccc(F)cc2F)[C@H]1C1CC1
-7.6,C=CC1=NNN(C[C@@H]2COc3ccccc3O2)[C@H]1[C@@]1(O)C=CCCC1
-5.5,CC[C@H]1C(C)=NNN1c1cccc2cccnc12
-8.2,C[C@H]1C(Cc2cc3ccccc3c(=O)o2)=NNN1c1ccc(CO)cc1
-6.2,C#CCC1=NNN(c2ccc(F)cc2F)[C@H]1[C@H](O)C1CCCCC1
-7.7,Nc1ccc([C@H]2C(CO)=NNN2Cc2ccc(-n3cccn3)cc2)cn1
-6.4,C[C@@H](NC(=O)[C@H]1C(c2ccccc2)=NNN1c1cccc2ncccc12)C(C)(C)C
-9.2,O=C([C@@H]1C(c2ccccc2)=NNN1CC1=C[C@@H]2NCN=C2C=C1)N1CCCCC1
-7.9,CCCCC[C@H]1C(CCO)=NNN1CC(=O)c1ccc(C)cc1
-7.9,C=C(C)C1=NNN(Cc2ccc(OCC)cc2)[C@@H]1C1=CC(=O)OC1
-6.9,COc1ccccc1CN(CC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@H]1C)C1CC1
-7.8,C=CC1=NNN(CCCN2NN=C3C=CC=C[C@@H]32)[C@H]1C(C)(C)OC(N)=O
-8.9,O=C(O)[C@H]1C(CN2C(=O)c3ccccc3C2=O)=NNN1CCCN1NN=C2C=CC=C[C@@H]21
-7.9,C[C@@H]1C(CN/C(=N/Cc2ccccc2)N(C)C)=NNN1c1cccc2cccnc12
-6.9,CC1=NNN(C2=CC=C3CC=CC=C3N2C)[C@H]1c1c[nH]c2ncncc12
-7.2,COc1ccc([C@@H](O)[C@H]2C(CN3CCCC3)=NNN2C2=CC=C3CC=CC=C3N2C)cc1
-8.5,COc1cnc([C@H]2C([C@@H](C)O)=NNN2CCCN2NN=C3C=CC=C[C@@H]32)c2[nH]ccc12
-8.1,CC1=NNN(Cc2ccc(C)c(C)c2)[C@@H]1c1cccc(N)c1
-6.3,CCOC(=O)C1=NNN(c2nncn2NCc2ccc(OC)cc2)[C@H]1c1cccc(F)c1
-7.8,CCNC[C@H]1C(COc2ccc(CC)cc2)=NNN1c1cccc(CO)c1
-5.8,CC(C)[C@H](O)[C@H]1C(c2ccccc2)=NNN1c1cccc2ncccc12
-7.6,Cc1ncc([N+](=O)[O-])n1CC1=NNN(CC(=O)c2cccc(F)c2)[C@H]1C
-6.8,Nc1cccc(C#CC2=NNN(CC(=O)c3cccc(F)c3)[C@H]2c2cccc(N)c2)c1
-9.0,Cn1cc([C@H]2C(c3ccccc3)=NNN2CC(=O)c2cccc(F)c2)c(=O)n(C)c1=O
-6.4,CCC[C@@H](O)C1=NNN(C2=CC=C3CC=CC=C3N2C)[C@@H]1c1ccccc1OC
-5.9,CN1C2=CC=CCC2=CC=C1N1NN=C([C@@](C)(O)C2CC2)[C@@H]1[C@@](C)(O)C1CC1
-6.3,C#CCC1=NNN(c2nncn2NCc2ccc(F)cc2)[C@H]1[C@H](O)C1CCCCC1
-7.0,Cc1cccc(OCC2=NNN(c3ccc(C(=O)NN)cc3)[C@@H]2CN)c1
-7.1,C#Cc1ccc([C@@H]2C(C#C[C@H](O)CC)=NNN2c2cccc3ncccc23)s1
-5.6,CCN(CC)[C@@H](C)[C@H]1C(c2ccccc2)=NNN1c1cccc2cccnc12
-5.4,COC(=O)[C@@H]1C(c2cnn(CC(C)C)c2)=NNN1c1nncn1NCc1ccc(OC)cc1
-6.5,CNCCC1=NNN(c2cc3c(cc2[N+](=O)[O-])OCCO3)[C@H]1c1ccc(OC)nc1
-9.2,C[C@@H]1C(CN2CCC[C@@H](N3CCCC3)C2)=NNN1C1=NS(=O)(=O)c2ccccc21
-7.7,CCOC(=O)NCC1=NNN(C[C@@H]2COc3ccccc3O2)[C@H]1CN(C)C
-5.8,CC1=NNN(Cc2ccccc2)[C@H]1CCC(C)C
-6.7,C#C[C@](C)(c1ccccc1)N1NN=C(CN2CCCC2)[C@@H]1[C@H](O)c1ccc(C)cc1
-6.9,Nc1cccc([C@@H]2C(CO)=NNN2c2cccc3ncccc23)c1
-7.2,C[C@H]1C(CN2CCCC[C@@H]2c2ncn[nH]2)=NNN1C1=CC=C2CC=CC=C2N1C
